gene	control_1_rpkm	control_2_rpkm	control_3_rpkm	nq_1_rpkm	nq_2_rpkm	nq_2_rpkm	control_avg_rpkm	nq_avg_rpkm	total_avg_rpkm	logfc	pvalue	DEGs
si:dkey-221l4.10-2	0.516	0.584	0.636	0.622	0.693	0.566	0.578666666667	0.627	0.602833333333	0.11	0.222010585539558	Non DEG
rcan3-2	0.038	0.052	0.05	0.097	0.097	0.108	0.0466666666667	0.100666666667	0.0736666666667	1.1	6.22656899385883e-13	Slightly upregulated
nipal3-2	0.954	0.811	1.269	0.686	0.617	0.784	1.01133333333	0.695666666667	0.8535	-0.54	2.04232173254259e-06	Non DEG
grhl3-2	1.704	1.519	1.395	1.552	1.278	1.209	1.53933333333	1.34633333333	1.44283333333	-0.19	0.0158534323432385	Non DEG
si:dkey-221l4.11-2	0.171	0.176	0.123	0.135	0.147	0.139	0.156666666667	0.140333333333	0.1485	-0.16	0.577855818664429	Non DEG
cnksr1-2	0.605	0.558	0.603	0.458	0.458	0.443	0.588666666667	0.453	0.520833333333	-0.38	1.36680587833195e-08	Non DEG
htr1d-2	0.289	0.538	0.883	0.611	0.285	0.475	0.57	0.457	0.5135	-0.32	0.332295152381449	Non DEG
LOC110439036	0.356	0.347	0.487	0.418	0.534	0.64	0.396666666667	0.530666666667	0.463666666667	0.42	0.0252675658442385	Non DEG
mdga2a-2	0.056	0.063	0.067	0.074	0.082	0.069	0.062	0.075	0.0685	0.28	0.000632775341156621	Non DEG
im:7136021-2	2.573	2.177	2.496	2.855	2.524	3.069	2.41533333333	2.816	2.61566666667	0.22	0.0247222770721043	Non DEG
mis18bp1-2	6.518	7.157	6.62	5.4	5.232	5.627	6.765	5.41966666667	6.09233333333	-0.32	6.25480547909859e-08	Non DEG
heatr5a-2	0.986	0.986	1.131	1.131	1.249	1.186	1.03433333333	1.18866666667	1.1115	0.2	0.00157679900438221	Non DEG
greb1-2	3.441	3.274	3.462	3.05	2.853	2.742	3.39233333333	2.88166666667	3.137	-0.24	2.72426379110213e-05	Non DEG
lpin1-2	0.047	0.023	0.051	0.06	0.048	0.096	0.0403333333333	0.068	0.0541666666667	0.74	0.00492722758708556	Non DEG
si:ch211-175f11.5-2	0.146	0.09	0.186	0.17	0.127	0.039	0.140666666667	0.112	0.126333333333	-0.32	0.403449651014775	Non DEG
itsn2b-2	0.648	0.563	0.562	0.569	0.543	0.505	0.591	0.539	0.565	-0.13	0.0602291305265645	Non DEG
nhsl1a-2	0.034	0.026	0.029	0.028	0.029	0.024	0.0296666666667	0.027	0.0283333333333	-0.15	0.436483239876748	Non DEG
LOC566640-2	0.073	0.1	0.097	0.215	0.162	0.129	0.09	0.168666666667	0.129333333333	0.91	0.00014105810124906	Non DEG
sh3yl1-2	0.347	0.301	0.21	0.338	0.347	0.346	0.286	0.343666666667	0.314833333333	0.27	0.00552580606768227	Non DEG
pcmtl-2	0.167	0.094	0.138	0.216	0.197	0.154	0.133	0.189	0.161	0.51	0.0335763812703102	Non DEG
ccdc32-2	1.252	1.309	1.351	1.334	1.441	1.364	1.304	1.37966666667	1.34183333333	0.08	0.394011845079993	Non DEG
prlh2r-2	0	0.083	0.086	0.329	0.287	0.169	0.0563333333333	0.261666666667	0.159	2.13	0.00129390786672482	Upregulated
bahd1-2	0.892	0.882	0.867	1.068	1.126	1.094	0.880333333333	1.096	0.988166666667	0.32	8.42225118436261e-08	Non DEG
ivd-2	0.829	0.646	0.761	0.568	0.688	0.662	0.745333333333	0.639333333333	0.692333333333	-0.22	0.018353699369089	Non DEG
itpka-2	0.313	0.306	0.38	0.525	0.477	0.412	0.333	0.471333333333	0.402166666667	0.5	1.27872157485443e-10	Non DEG
ltk-2	0.491	0.506	0.487	0.448	0.426	0.432	0.494666666667	0.435333333333	0.465	-0.19	0.00136619358858601	Non DEG
rpap1-2	0.801	0.805	0.805	0.651	0.685	0.688	0.803666666667	0.674666666667	0.739166666667	-0.25	0.000195451387344979	Non DEG
si:dkey-13p1.4-2	0.112	0.125	0.209	0.272	0.291	0.2	0.148666666667	0.254333333333	0.2015	0.78	0.000436657823831958	Non DEG
si:dkey-13p1.3-2	0.541	0.474	0.474	0.496	0.549	0.513	0.496333333333	0.519333333333	0.507833333333	0.06	0.568323395309784	Non DEG
si:dkey-170l10.1-2	1.457	1.539	1.503	1.238	1.562	1.682	1.49966666667	1.494	1.49683333333	-0.01	0.95639103921951	Non DEG
adprhl2-2	0.666	0.92	0.842	0.6	0.797	0.793	0.809333333333	0.73	0.769666666667	-0.15	0.211738822591368	Non DEG
cinp-2	2.472	2.888	2.884	3.477	2.606	2.369	2.748	2.81733333333	2.78266666667	0.03	0.812205657289599	Non DEG
znf839-2	4.295	4.433	3.675	4.477	4.311	4.278	4.13433333333	4.35533333333	4.24483333333	0.07	0.3186767378052	Non DEG
pgfb-2	0.045	0.062	0.055	0.05	0.039	0.048	0.054	0.0456666666667	0.0498333333333	-0.24	0.148172688974697	Non DEG
cipca-2	0.143	0.118	0.137	0.113	0.164	0.184	0.132666666667	0.153666666667	0.143166666667	0.21	0.505371304952612	Non DEG
zdhhc22-2	0.125	0.165	0.121	0.077	0.052	0.1	0.137	0.0763333333333	0.106666666667	-0.83	0.000382409188718628	Non DEG
tmem63c-2	0.013	0.009	0.011	0.007	0.004	0.009	0.011	0.00666666666667	0.00883333333333	-0.68	0.0261210556249585	Non DEG
ngb-2	0	0.015	0	0.038	0	0	0.005	0.0126666666667	0.00883333333333	1.16	0.257313891351244	Non DEG
kcnk5a-2	0.575	0.528	0.588	0.5	0.502	0.47	0.563666666667	0.490666666667	0.527166666667	-0.2	0.0267517232762252	Non DEG
kcnk17-2	0.041	0.034	0.028	0.034	0.054	0.056	0.0343333333333	0.048	0.0411666666667	0.46	0.339888310095827	Non DEG
kif6-2	0.161	0.139	0.151	0.165	0.132	0.143	0.150333333333	0.146666666667	0.1485	-0.03	0.784726472911957	Non DEG
prox2-2	0.041	0.023	0.034	0.047	0.053	0.042	0.0326666666667	0.0473333333333	0.04	0.54	0.0314925757321291	Non DEG
dlst-2	0.768	0.825	0.814	0.811	0.686	0.697	0.802333333333	0.731333333333	0.766833333333	-0.13	0.0745912033905047	Non DEG
rps6kl1-2	0.085	0.127	0.125	0.16	0.182	0.177	0.112333333333	0.173	0.142666666667	0.62	0.000180787215968622	Non DEG
si:ch211-173a9.6-2	0.033	0.122	0.092	0.071	0.082	0.104	0.0823333333333	0.0856666666667	0.084	0.05	0.871725589671687	Non DEG
si:ch211-173a9.7-2	0.055	0.007	0.007	0.048	0.014	0.049	0.023	0.037	0.03	0.64	0.253742688457573	Non DEG
lrrc74a-2	0	0	0	0	0.01	0	0.0	0.00333333333333	0.00166666666667	3.16	0.0425426335100762	Non DEG
angel1-2	0.235	0.263	0.161	0.242	0.318	0.209	0.219666666667	0.256333333333	0.238	0.22	0.0917392532344278	Non DEG
fam98b-2	2.362	2.127	2.277	1.259	2.163	1.175	2.25533333333	1.53233333333	1.89383333333	-0.56	1.71706433871441e-08	Non DEG
spred1-2	1.401	1.352	1.487	1.489	1.638	1.598	1.41333333333	1.575	1.49416666667	0.16	0.0484437675448912	Non DEG
zbbx-2	0.194	0.177	0.224	0.202	0.176	0.226	0.198333333333	0.201333333333	0.199833333333	0.02	0.817603949976509	Non DEG
pdcd10a-2	1.367	1.423	1.379	1.28	1.208	1.507	1.38966666667	1.33166666667	1.36066666667	-0.06	0.355910506367884	Non DEG
serpini1-2	0.153	0.153	0.134	0.182	0.228	0.163	0.146666666667	0.191	0.168833333333	0.38	0.0143453273560515	Non DEG
LOC101885127-2	0.252	0.185	0.241	0.303	0.326	0.27	0.226	0.299666666667	0.262833333333	0.4	0.00654322380990854	Non DEG
golim4a-3	0.746	0.675	0.778	0.572	0.674	0.646	0.733	0.630666666667	0.681833333333	-0.22	0.0122044495505129	Non DEG
si:ch1073-390k14.1-2	0.643	0.547	0.625	0.686	0.765	0.762	0.605	0.737666666667	0.671333333333	0.29	0.00165387683118729	Non DEG
gcsha-2	1.764	1.626	1.869	2.097	1.899	1.855	1.753	1.95033333333	1.85166666667	0.15	0.0679401333286749	Non DEG
otogl-2	0.073	0.072	0.074	0.072	0.067	0.07	0.073	0.0696666666667	0.0713333333333	-0.07	0.471770005779671	Non DEG
si:dkey-30c15.17-2	0.132	0.182	0.165	0.236	0.169	0.137	0.159666666667	0.180666666667	0.170166666667	0.19	0.269755440002495	Non DEG
bbs10-2	0.644	0.845	0.683	0.962	0.91	0.514	0.724	0.795333333333	0.759666666667	0.14	0.29335497053222	Non DEG
syt1b-2	0.015	0.073	0.028	0.123	0.108	0.091	0.0386666666667	0.107333333333	0.073	1.45	0.000214036132943801	Slightly upregulated
si:dkey-30c15.13-2	0.117	0.095	0.066	0.202	0.224	0.15	0.0926666666667	0.192	0.142333333333	1.04	0.000969244099084955	Slightly upregulated
si:dkey-30c15.12-2	0.228	0.158	0.175	0.31	0.291	0.332	0.187	0.311	0.249	0.74	4.61258456921794e-07	Non DEG
LOC110438082-2	0.144	0.144	0.139	0.159	0.234	0.206	0.142333333333	0.199666666667	0.171	0.48	0.0714336360343901	Non DEG
si:dkey-30c15.10-2	1.889	2.028	1.803	1.897	1.881	1.705	1.90666666667	1.82766666667	1.86716666667	-0.06	0.343487319200145	Non DEG
pdp2-2	1.974	2.208	2.104	2.839	2.599	2.499	2.09533333333	2.64566666667	2.3705	0.34	0.000883189839413995	Non DEG
ccdc79-2	0.051	0.071	0.091	0.065	0.058	0.083	0.071	0.0686666666667	0.0698333333333	-0.05	0.809749450122188	Non DEG
si:dkey-238c7.16-2	0.691	1.049	0.672	1.003	0.819	0.974	0.804	0.932	0.868	0.21	0.256342375512249	Non DEG
neto2b-2	0.024	0.007	0.037	0.02	0.023	0.02	0.0226666666667	0.021	0.0218333333333	-0.09	0.838745552993416	Non DEG
si:dkey-30c15.2-2	0.062	0.085	0.077	0.089	0.051	0.086	0.0746666666667	0.0753333333333	0.075	0.01	0.955370445090099	Non DEG
arf5-2	10.135	10.38	11.844	11.821	11.392	12.254	10.7863333333	11.8223333333	11.3043333333	0.13	0.0180987694006799	Non DEG
zgc:77650-2	1.847	1.876	2.044	1.962	1.637	1.826	1.92233333333	1.80833333333	1.86533333333	-0.09	0.274028296960483	Non DEG
zgc:77752-2	0.044	0.035	0.018	0.028	0.034	0.03	0.0323333333333	0.0306666666667	0.0315	-0.07	0.855493478039262	Non DEG
odf3b-2	0.007	0.022	0	0	0	0.007	0.00966666666667	0.00233333333333	0.006	-1.69	0.160688943225966	Non DEG
trim35-30-2	0.017	0.091	0.119	0.16	0.09	0.151	0.0756666666667	0.133666666667	0.104666666667	0.8	0.0186075318324458	Non DEG
rabl2-2	1.958	1.716	1.562	1.687	1.518	1.806	1.74533333333	1.67033333333	1.70783333333	-0.07	0.394052313228042	Non DEG
shank3a-2	0.079	0.088	0.082	0.066	0.112	0.088	0.083	0.0886666666667	0.0858333333333	0.09	0.523436210064008	Non DEG
sephs1-2	3.56	4.184	4.113	3.974	3.15	3.354	3.95233333333	3.49266666667	3.7225	-0.18	0.010390489398468	Non DEG
si:ch211-220f12.4-2	0.025	0.022	0.018	0.015	0.024	0.009	0.0216666666667	0.016	0.0188333333333	-0.4	0.388815236488347	Non DEG
prpf18-2	2.233	2.679	2.457	3.128	2.497	2.926	2.45633333333	2.85033333333	2.65333333333	0.21	0.00859295451558339	Non DEG
si:ch211-220f12.1-2	0.237	0.201	0.246	0.261	0.207	0.258	0.228	0.242	0.235	0.09	0.345906852772023	Non DEG
impdh1a-2	0.014	0.012	0.013	0.02	0.011	0.02	0.013	0.017	0.015	0.38	0.322593085922588	Non DEG
prrt4-2	0.054	0.038	0.078	0.028	0.051	0.04	0.0566666666667	0.0396666666667	0.0481666666667	-0.51	0.0817541159178849	Non DEG
si:dkey-95h12.1-2	0.774	0.873	0.84	0.447	0.532	0.492	0.829	0.490333333333	0.659666666667	-0.76	4.55526715553785e-17	Non DEG
si:dkey-5i3.5-2	0.181	0.22	0.119	0.274	0.236	0.173	0.173333333333	0.227666666667	0.2005	0.39	0.0691054101674912	Non DEG
tmem243a-2	0.029	0.1	0.128	0.13	0.084	0.112	0.0856666666667	0.108666666667	0.0971666666667	0.33	0.464398389092208	Non DEG
LOC565175-2	0.017	0.007	0.012	0.025	0.017	0.027	0.012	0.023	0.0175	0.94	0.00384480368821597	Non DEG
grm3-2	0.026	0.032	0.027	0.027	0.013	0.023	0.0283333333333	0.021	0.0246666666667	-0.44	0.0796453890595786	Non DEG
sema3ab-2	0.024	0.028	0.027	0.008	0.018	0.012	0.0263333333333	0.0126666666667	0.0195	-1.04	1.78762379486798e-05	Slightly downregulated
sema3e-2	0.178	0.157	0.176	0.157	0.137	0.151	0.170333333333	0.148333333333	0.159333333333	-0.2	0.0218351615285327	Non DEG
mical3a-2	0.659	0.701	0.627	0.799	0.808	0.756	0.662333333333	0.787666666667	0.725	0.25	2.31184582595706e-05	Non DEG
LOC108181536	0.421	0.416	0.398	0.393	0.499	0.477	0.411666666667	0.456333333333	0.434	0.15	0.298151186669588	Non DEG
ttc38-2	0.169	0.149	0.182	0.19	0.186	0.191	0.166666666667	0.189	0.177833333333	0.18	0.142408326009773	Non DEG
tspan33b-2	0.028	0.032	0.019	0.043	0.041	0.025	0.0263333333333	0.0363333333333	0.0313333333333	0.47	0.0915732670002625	Non DEG
tspan9a-2	0.107	0.14	0.112	0.132	0.105	0.099	0.119666666667	0.112	0.115833333333	-0.09	0.455289973622865	Non DEG
tmtc2b-2	0.228	0.23	0.22	0.2	0.268	0.219	0.226	0.229	0.2275	0.02	0.856491919937051	Non DEG
zgc:110789-2	0.131	0.137	0.103	0.141	0.149	0.169	0.123666666667	0.153	0.138333333333	0.3	0.0791827468827035	Non DEG
bicd1a-2	0.159	0.13	0.121	0.076	0.08	0.072	0.136666666667	0.076	0.106333333333	-0.84	1.94226223200361e-06	Non DEG
fgd4a-2	0.347	0.366	0.368	0.356	0.335	0.34	0.360333333333	0.343666666667	0.352	-0.07	0.322955902974209	Non DEG
nup205-2	4.453	4.61	4.537	4.97	4.815	4.913	4.53333333333	4.89933333333	4.71633333333	0.11	0.03949483439597	Non DEG
fam107b-2	0.879	0.924	0.825	0.818	0.673	0.68	0.876	0.723666666667	0.799833333333	-0.27	2.39762064526775e-05	Non DEG
si:ch211-1e14.1-2	0.204	0.118	0.236	0.164	0.136	0.138	0.186	0.146	0.166	-0.35	0.134512883153058	Non DEG
srgap1a-2	1.077	1.025	1.013	0.736	0.773	0.733	1.03833333333	0.747333333333	0.892833333333	-0.47	3.29566008459709e-16	Non DEG
tmem5-2	1.614	1.626	1.623	1.91	2.063	2.149	1.621	2.04066666667	1.83083333333	0.33	0.000154912549357468	Non DEG
zgc:112052-2	1.138	1.18	1.277	1.512	1.703	1.646	1.19833333333	1.62033333333	1.40933333333	0.44	2.25160970444698e-05	Non DEG
LOC100150699-2	0.497	0.561	0.491	0.931	1.04	1.054	0.516333333333	1.00833333333	0.762333333333	0.96	4.30010270648254e-38	Non DEG
tat-2	0.011	0.009	0.006	0.022	0.023	0.017	0.00866666666667	0.0206666666667	0.0146666666667	1.23	0.020249041880101	Non DEG
zgc:56622-2	0.303	0.349	0.264	0.334	0.42	0.249	0.305333333333	0.334333333333	0.319833333333	0.13	0.361311179184511	Non DEG
klhl36-2	0.963	0.883	0.869	0.839	0.658	0.827	0.905	0.774666666667	0.839833333333	-0.22	0.0486271525318347	Non DEG
cotl1-2	1.374	2.674	2.671	0.762	2.057	1.645	2.23966666667	1.488	1.86383333333	-0.58	0.0220516489778978	Non DEG
cmip-2	0.997	1.254	1.13	0.768	1.095	0.934	1.127	0.932333333333	1.02966666667	-0.27	0.0464522309883625	Non DEG
cdh13-2	0.376	0.362	0.371	0.285	0.285	0.283	0.369666666667	0.284333333333	0.327	-0.38	1.7470540983728e-11	Non DEG
mlycd-2	0.122	0.11	0.144	0.093	0.095	0.106	0.125333333333	0.098	0.111666666667	-0.36	0.0058890198113571	Non DEG
zgc:173742-2	0.014	0.02	0.038	0.078	0.045	0.045	0.024	0.056	0.04	1.22	9.44495408917779e-10	Slightly upregulated
si:ch73-62b13.1-2	0	0.038	0	0	0	0	0.0126666666667	0.0	0.00633333333333	-3.55	0.0179856331975608	Non DEG
tmem263-2	3.476	3.619	3.134	2.888	2.586	2.524	3.40966666667	2.666	3.03783333333	-0.36	1.28412401723784e-06	Non DEG
si:dkey-103i16.6-2	0.453	0.418	0.442	0.263	0.296	0.211	0.437666666667	0.256666666667	0.347166666667	-0.76	2.93388931370468e-11	Non DEG
ric8b-2	0.384	0.366	0.393	0.393	0.354	0.362	0.381	0.369666666667	0.375333333333	-0.04	0.635357399107189	Non DEG
rfx4-2	1.984	2.122	2.011	1.394	1.335	1.323	2.039	1.35066666667	1.69483333333	-0.59	4.60344440464984e-23	Non DEG
polr3b-2	0.945	0.919	0.918	0.72	0.839	0.756	0.927333333333	0.771666666667	0.8495	-0.27	7.85343228996511e-05	Non DEG
endouc-2	0.366	0.349	0.304	0.378	0.407	0.288	0.339666666667	0.357666666667	0.348666666667	0.08	0.637071383099554	Non DEG
ppfibp1b-2	1.137	1.082	1.112	1.071	0.996	1.096	1.11033333333	1.05433333333	1.08233333333	-0.07	0.194152770147679	Non DEG
si:ch211-245j22.3-2	0.072	0.018	0.081	0.124	0.095	0.044	0.057	0.0876666666667	0.0723333333333	0.63	0.129218204549561	Non DEG
arntl2-2	2.559	2.724	2.693	2.486	2.471	2.574	2.65866666667	2.51033333333	2.5845	-0.08	0.14280884763347	Non DEG
sspn-2	0.06	0.069	0.091	0.073	0.075	0.05	0.0733333333333	0.066	0.0696666666667	-0.14	0.596031650260595	Non DEG
bhlhe41-2	1.541	1.859	1.673	2.022	1.926	1.908	1.691	1.952	1.8215	0.21	0.108949476495377	Non DEG
ctsd-2	6.581	6.872	6.465	8.137	7.678	7.543	6.63933333333	7.786	7.21266666667	0.23	5.95610346934163e-05	Non DEG
slc6a15-2	0.116	0.117	0.087	0.171	0.145	0.209	0.106666666667	0.175	0.140833333333	0.71	9.64284838305152e-08	Non DEG
lrriq1-2	0.058	0.062	0.06	0.032	0.033	0.047	0.06	0.0373333333333	0.0486666666667	-0.66	0.00551534068216945	Non DEG
LOC110439039	0.047	0.042	0.053	0.066	0.043	0.074	0.0473333333333	0.061	0.0541666666667	0.37	0.111841519625548	Non DEG
alx1-2	0.27	0.338	0.26	0.179	0.202	0.184	0.289333333333	0.188333333333	0.238833333333	-0.61	0.00155550949008457	Non DEG
nts-2	0.252	0.259	0.206	0.181	0.13	0.289	0.239	0.2	0.2195	-0.25	0.156062939339148	Non DEG
mgat4c-2	0.021	0.027	0.016	0.027	0.032	0.029	0.0213333333333	0.0293333333333	0.0253333333333	0.43	0.00928118560030599	Non DEG
eif4g2b-2	34.156	33.615	31.263	32.982	31.564	31.1	33.0113333333	31.882	32.4466666667	-0.05	0.337435353844495	Non DEG
LOC100001178-2	0.342	0.221	0.227	0.799	0.628	0.713	0.263333333333	0.713333333333	0.488333333333	1.44	6.52498815583316e-27	Slightly upregulated
lyve1b-2	0	0	0	0.105	0.021	0.065	0.0	0.0636666666667	0.0318333333333	5.6	7.05501476298223e-07	Strongly upregulated
rnf141-2	1.038	0.931	0.997	0.763	0.879	0.794	0.988666666667	0.812	0.900333333333	-0.29	0.00397117426958606	Non DEG
ampd3b-2	0.199	0.151	0.177	0.292	0.376	0.303	0.175666666667	0.323666666667	0.249666666667	0.87	8.5325777806748e-17	Non DEG
admb-2	0.218	0.044	0.085	0.259	0.345	0.314	0.115666666667	0.306	0.210833333333	1.39	0.0004694657827269	Slightly upregulated
swap70b-2	0.42	0.412	0.339	0.307	0.304	0.313	0.390333333333	0.308	0.349166666667	-0.34	5.56043433968216e-05	Non DEG
wee1-2	18.346	16.432	18.73	18.591	17.566	17.786	17.836	17.981	17.9085	0.01	0.827107163772783	Non DEG
znf143b-2	2.294	2.989	3.039	2.758	3.545	3.146	2.774	3.14966666667	2.96183333333	0.18	0.00514121560703734	Non DEG
si:dkey-8l13.5-2	0.258	0.285	0.204	0.273	0.273	0.292	0.249	0.279333333333	0.264166666667	0.17	0.269283792506012	Non DEG
akip1-2	0.285	0.532	0.445	0.65	0.415	0.596	0.420666666667	0.553666666667	0.487166666667	0.4	0.081306128514941	Non DEG
zc3h18-2	2.818	2.792	2.799	2.331	2.264	2.303	2.803	2.29933333333	2.55116666667	-0.29	3.58536996189144e-07	Non DEG
trhr2-2	0.016	0.008	0.01	0.024	0.01	0.005	0.0113333333333	0.013	0.0121666666667	0.18	0.73466385650016	Non DEG
zfpm1-2	0.581	0.565	0.593	0.544	0.571	0.584	0.579666666667	0.566333333333	0.573	-0.03	0.565783883216183	Non DEG
ces2-2	0.202	0.208	0.259	0.254	0.102	0.255	0.223	0.203666666667	0.213333333333	-0.13	0.499693602852701	Non DEG
ces3-2	0.863	0.989	1.012	0.931	1.155	0.957	0.954666666667	1.01433333333	0.9845	0.09	0.398661358926951	Non DEG
zgc:91860-2	1.345	1.333	1.483	1.823	1.915	1.79	1.387	1.84266666667	1.61483333333	0.41	3.19418939389108e-11	Non DEG
LOC110438118-2	0.134	0.05	0	0.033	0.215	0	0.0613333333333	0.0826666666667	0.072	0.41	0.455217562986367	Non DEG
foxl1-2	0.386	0.226	0.2	0.051	0.247	0.296	0.270666666667	0.198	0.234333333333	-0.43	0.264958391577306	Non DEG
si:dkey-102f14.5-2	1.298	1.313	1.498	1.666	1.712	1.412	1.36966666667	1.59666666667	1.48316666667	0.22	0.00376469733278186	Non DEG
b3gnt9-2	0.697	1.024	0.605	1.214	1.16	0.936	0.775333333333	1.10333333333	0.939333333333	0.51	6.33983643859762e-05	Non DEG
bbs2-2	0.422	0.383	0.386	0.278	0.304	0.346	0.397	0.309333333333	0.353166666667	-0.36	0.0031296623299559	Non DEG
mt2-2	7.081	7.515	7.472	7.306	8.121	6.91	7.356	7.44566666667	7.40083333333	0.02	0.863602621792958	Non DEG
nup93-2	3.015	2.83	2.493	2.935	2.687	2.656	2.77933333333	2.75933333333	2.76933333333	-0.01	0.866382284124737	Non DEG
rspry1-2	1.248	0.976	1.417	1.908	1.418	1.846	1.21366666667	1.724	1.46883333333	0.5	1.67722895245054e-07	Non DEG
si:ch211-216l23.2-2	1.843	1.627	1.598	1.76	1.735	1.827	1.68933333333	1.774	1.73166666667	0.07	0.282042006745757	Non DEG
si:ch211-216l23.1-2	1.025	0.967	1.015	1.034	1.008	1.062	1.00233333333	1.03466666667	1.0185	0.05	0.391781461997719	Non DEG
si:ch211-212o1.2-2	0.136	0.162	0.153	0.165	0.178	0.179	0.150333333333	0.174	0.162166666667	0.21	0.0257262163669893	Non DEG
cbln1-2	0.09	0	0	0	0.092	0	0.03	0.0306666666667	0.0303333333333	-0.02	0.988614553410198	Non DEG
st3gal2-2	1.076	1.272	1.046	1.189	1.231	1.319	1.13133333333	1.24633333333	1.18883333333	0.14	0.389288733048566	Non DEG
aars-2	4.091	4.24	3.95	4.073	3.931	3.463	4.09366666667	3.82233333333	3.958	-0.1	0.0715940843537863	Non DEG
LOC110439041	0.455	0.481	0.438	0.489	0.501	0.507	0.458	0.499	0.4785	0.12	0.102903308539524	Non DEG
tgm2l-2	0.092	0.105	0.073	0.085	0.134	0.087	0.09	0.102	0.096	0.17	0.344613713602962	Non DEG
pllp-2	0.664	0.768	0.773	0.668	0.641	0.622	0.735	0.643666666667	0.689333333333	-0.19	0.127088774725456	Non DEG
arl2bp-2	1.849	2.063	1.794	2.129	1.998	1.822	1.902	1.983	1.9425	0.06	0.547845870381044	Non DEG
arih1-2	1.926	1.882	1.684	1.686	1.634	1.946	1.83066666667	1.75533333333	1.793	-0.06	0.381660812173132	Non DEG
si:dkey-73n10.1-2	2.187	1.836	2.117	1.861	1.67	1.474	2.04666666667	1.66833333333	1.8575	-0.3	0.000127923792105929	Non DEG
ppcdc-2	0.744	0.829	0.804	0.639	0.609	0.768	0.792333333333	0.672	0.732166666667	-0.24	0.13187092370109	Non DEG
hacd3-2	0.601	0.458	0.543	0.783	0.881	0.749	0.534	0.804333333333	0.669166666667	0.59	1.82324960844261e-09	Non DEG
vwa9-2	1.266	1.087	1.219	0.926	1.099	1.021	1.19066666667	1.01533333333	1.103	-0.23	0.00836002299008264	Non DEG
slc24a1-2	0.143	0.157	0.141	0.179	0.112	0.13	0.147	0.140333333333	0.143666666667	-0.06	0.656015046317988	Non DEG
dennd4a-2	0.323	0.332	0.391	0.348	0.31	0.32	0.348666666667	0.326	0.337333333333	-0.1	0.227705256652873	Non DEG
rab11a-2	8.008	6.651	7.074	7.716	8.37	8.467	7.24433333333	8.18433333333	7.71433333333	0.18	0.00454826846399377	Non DEG
megf11-2	0.088	0.096	0.083	0.097	0.089	0.095	0.089	0.0936666666667	0.0913333333333	0.07	0.345851202941024	Non DEG
aagab-2	0.963	1.081	1.004	1.162	1.007	1.108	1.016	1.09233333333	1.05416666667	0.1	0.322570515973174	Non DEG
iqch-2	0.034	0.032	0.023	0.039	0.054	0.031	0.0296666666667	0.0413333333333	0.0355	0.46	0.0117097680808059	Non DEG
zgc:162898-2	0.597	0.484	0.256	0.337	0.346	0.21	0.445666666667	0.297666666667	0.371666666667	-0.57	0.152391048213787	Non DEG
skor1b-2	0.059	0.051	0.098	0.05	0	0.153	0.0693333333333	0.0676666666667	0.0685	-0.02	0.960035893697504	Non DEG
pias1b-2	0.915	1.006	0.937	0.745	0.642	0.779	0.952666666667	0.722	0.837333333333	-0.4	4.93519585947911e-09	Non DEG
rxfp3.3a3-2	0.262	0.102	0.079	0.155	0.376	0.103	0.147666666667	0.211333333333	0.1795	0.53	0.236194172385337	Non DEG
morf4l1-2	6.09	6.253	6.27	5.467	5.459	5.483	6.20433333333	5.46966666667	5.837	-0.18	0.00222650282546854	Non DEG
uacaa-2	0.5	0.498	0.517	0.678	0.652	0.632	0.505	0.654	0.5795	0.37	5.99775012512584e-07	Non DEG
kif23-2	6.655	6.71	6.521	5.703	6.227	6.114	6.62866666667	6.01466666667	6.32166666667	-0.14	0.010404036444668	Non DEG
paqr5a-2	0.14	0.062	0.068	0.1	0.038	0.052	0.09	0.0633333333333	0.0766666666667	-0.5	0.181221286623487	Non DEG
ddb2-2	0.558	0.619	0.618	0.758	0.609	0.695	0.598333333333	0.687333333333	0.642833333333	0.2	0.0649079874453038	Non DEG
LOC101883522-2	0.091	0	0	0.09	0.088	0.18	0.0303333333333	0.119333333333	0.0748333333333	1.8	0.0525237310015801	Non DEG
kbtbd4-2	1.538	1.282	1.505	1.723	1.779	2.048	1.44166666667	1.85	1.64583333333	0.36	0.000257461945701221	Non DEG
rapsn-2	0.111	0.067	0.088	0.076	0.086	0.075	0.0886666666667	0.079	0.0838333333333	-0.17	0.450291172625055	Non DEG
ighmbp2-2	1.224	1.218	1.297	1.132	1.083	1.325	1.24633333333	1.18	1.21316666667	-0.08	0.310946963017632	Non DEG
agk-2	1.494	1.728	1.339	1.542	1.481	1.592	1.52033333333	1.53833333333	1.52933333333	0.02	0.802528941174134	Non DEG
si:ch211-238n5.4-2	0.345	0.33	0.333	0.332	0.345	0.342	0.336	0.339666666667	0.337833333333	0.02	0.892236184657309	Non DEG
wee2-2	0.179	0.122	0.144	0.089	0.163	0.15	0.148333333333	0.134	0.141166666667	-0.14	0.637365440187289	Non DEG
bida-2	0.599	0.551	0.515	0.465	0.63	0.538	0.555	0.544333333333	0.549666666667	-0.03	0.859885967615235	Non DEG
bcl2l13-2	0.465	0.489	0.437	0.581	0.622	0.607	0.463666666667	0.603333333333	0.5335	0.38	1.4987542718269e-05	Non DEG
